a1;a2;a3;a4;a5;sum
0.06113347;0.06944125;-0.04477138;-0.04957539;-0.03622795;0.26114944
-0.04121724;0.07176335;-0.04427597;-0.0454254;0.05915527;0.26183723
-0.06590511;0.07224062;-0.06522787;0.03233546;0.0265569;0.26226596
0.06215933;0.06903002;-0.04694342;-0.04540211;-0.03884382;0.2623787
-0.04003985;0.06819731;0.0634577;-0.05636595;-0.0352492;0.26331001
0.0430477;0.05079383;0.03791676;-0.06981343;-0.06194486;0.26351658
0.05949039;0.07322519;-0.04424334;-0.04652169;-0.04195054;0.26543115
-0.06773822;0.06455172;0.03740183;0.03095017;-0.06516549;0.26580743
-0.06628951;0.04852194;-0.06668381;0.03961597;0.04483541;0.26594664
-0.04120735;0.072313;-0.04857588;0.06122109;-0.04375086;0.26706818
-0.04175198;0.07770694;-0.03736099;-0.05461001;0.05601605;0.26744597
-0.04554113;0.0847597;-0.04149619;0.04947653;-0.04719891;0.26847246
0.06492497;0.06936558;-0.0465056;-0.0440077;-0.04377725;0.2685811
-0.05832317;0.05698701;-0.07636311;0.03436455;0.04333471;0.26937255
0.04069953;0.04873825;-0.05900239;-0.07588532;0.04544993;0.26977542
-0.0644941;0.05471849;-0.07039504;0.02951943;0.05065122;0.26977828
0.05269548;0.0824198;-0.05608301;-0.04379935;-0.03523291;0.27023055
0.06192366;0.07354529;-0.04294553;-0.0486197;-0.04390372;0.2709379
-0.06994244;0.05770356;0.02947053;-0.06573449;0.04850283;0.27135385
0.04470346;0.04907123;-0.0631154;-0.07330027;0.04264097;0.27283133
0.06395397;0.07266731;-0.04472029;-0.05082501;-0.04107599;0.27324257
0.03962496;0.05056627;-0.06787533;-0.0690803;0.0467644;0.27391126
-0.0398897;0.07153029;-0.04987215;-0.04734116;0.06557272;0.27420602
-0.04629936;0.07421966;-0.0434981;-0.04732408;0.06290188;0.27424308
-0.04298855;0.07746255;-0.0482878;0.06012948;-0.04631569;0.27518407
-0.04044897;0.07653517;-0.04101608;-0.05618715;0.06111704;0.27530441
-0.04418939;0.08403208;-0.04880965;0.05390719;-0.04494022;0.27587853
0.04534608;0.06495224;0.02764747;-0.07034667;-0.06759912;0.27589158
-0.04792704;0.07577436;-0.04039725;-0.0499029;0.06245284;0.27645439
0.06196315;0.07652127;-0.04606288;-0.05656383;-0.03585771;0.27696884
0.04345827;0.05533736;-0.0607497;-0.07804354;0.0399976;0.27758647
-0.04652054;0.07261407;-0.04809654;0.06623797;-0.04423496;0.27770408
-0.03786717;-0.03263826;0.06499343;-0.06843079;0.07394279;0.27787244
-0.06039756;0.06095835;0.04575835;0.03245344;-0.07877258;0.27834028
-0.03791356;0.07578206;-0.05180784;-0.04947088;0.06341022;0.27838456
0.06554063;0.07377441;-0.04228595;-0.04915972;-0.04786936;0.27863007
0.05867834;0.08069602;-0.04419624;-0.04545948;-0.04971865;0.27874873
-0.04273532;0.0759749;0.06356772;-0.05637024;-0.04043707;0.27908525
0.06485408;0.07615394;-0.05441999;-0.04897105;-0.03761697;0.28201603
-0.04299735;0.08006989;-0.04684583;-0.05116754;0.06094083;0.28202144
-0.02373802;0.08539036;0.0557589;-0.06678482;-0.05062641;0.28229851
-0.04399281;0.0805189;-0.03363663;-0.06358174;0.06069228;0.28242236
0.04175757;0.06749942;-0.06308529;0.03212956;-0.07830126;0.2827731
-0.04644369;0.08194679;-0.05617835;0.05966361;-0.03898836;0.2832208
0.04114665;0.06769118;0.03345246;-0.0920856;-0.05020469;0.28458058
-0.03165821;0.07311019;-0.04389469;-0.06692004;0.06936275;0.28494588
-0.03637295;0.08240842;-0.0513127;-0.05487468;0.06015192;0.28512067
0.04319681;0.10038517;-0.05725623;-0.05218798;-0.03413777;0.28716396
0.04596387;0.05240795;-0.07061152;-0.07338057;0.04562028;0.28798419
-0.04996283;0.07784599;0.06634572;-0.04996681;-0.04426207;0.28838342
-0.03901214;0.07852811;0.06588303;-0.06406025;-0.04133874;0.28882227
0.04306442;0.05546255;0.04686051;-0.08281496;-0.06257251;0.29077495
0.04385349;0.07337264;-0.06735477;-0.07806054;0.02818919;0.29083063
-0.043071;0.07811592;0.06756662;-0.05411769;-0.04849385;0.29136508
-0.04805105;0.08105275;-0.04711738;-0.05130571;0.0654214;0.29294829
0.04189815;0.06641042;-0.07109376;-0.07577956;0.03856474;0.29374663
-0.03474858;0.07657032;-0.04513597;-0.06721668;0.07053092;0.29420247
-0.04788379;0.07701789;-0.04858936;-0.05135955;0.0708148;0.29566539
-0.04816663;0.08415301;-0.05443419;-0.04537538;0.06382319;0.2959524
-0.04517829;0.07767261;-0.04980862;-0.05309422;0.07040851;0.29616225
0.05091538;0.05540281;-0.07021201;-0.07789599;0.04178981;0.296216
0.06660695;0.08214286;-0.04855774;-0.05512856;-0.04506351;0.29749962
-0.05634128;0.09023518;-0.05027495;0.05881753;-0.04243647;0.29810541
-0.06477022;0.08841783;-0.04619179;0.06113759;-0.03859342;0.29911085
0.04748807;0.05830913;-0.07413933;-0.07675158;0.04509371;0.30178182
-0.05489839;0.08948525;0.06161443;-0.04517144;-0.05102986;0.30219937
0.05015045;0.06315788;-0.07383952;-0.0776525;0.03818369;0.30298404
-0.07755974;0.0733959;0.03016688;0.04855588;-0.07455892;0.30423732
-0.05096748;0.08141416;0.07076836;-0.05362113;-0.04759391;0.30436504
0.04620909;0.05891156;0.04751503;-0.0947474;-0.05788827;0.30527135
0.04910637;0.06620267;0.03747347;-0.08093932;-0.07184319;0.30556502
0.05354764;0.06613919;0.03327818;-0.07844884;-0.07451616;0.30593001
0.03504419;0.07265101;0.04616606;-0.08693449;-0.06692677;0.30772252
-0.05147783;0.09211465;-0.04142021;0.06176027;-0.06097689;0.30774985
0.07148067;0.082508;-0.04934823;-0.06501251;-0.03962794;0.30797735
-0.05331248;0.08251501;0.07218009;-0.05477195;-0.04661067;0.3093902
0.07413017;0.08219132;-0.0484165;-0.0592148;-0.04869019;0.31264298
-0.04013827;0.09359273;-0.05509131;0.06304098;-0.06140414;0.31326743
0.03662034;0.07411899;0.04628796;-0.0896346;-0.06739268;0.31405457
-0.05221716;0.09243273;0.06569485;-0.0757039;-0.03020652;0.31625516
-0.07540003;0.06723199;0.03467408;-0.08338854;0.0568825;0.31757714
-0.05564841;0.09614898;-0.04584414;-0.05731563;0.0626592;0.31761636
0.04975949;0.0669018;0.04233085;-0.08023993;-0.07875222;0.31798429
-0.06608985;0.06672873;-0.09300357;0.04450137;0.04786331;0.31818683
0.06828547;0.09130273;-0.05348542;-0.05690375;-0.04919903;0.3191764
0.0730723;0.08747209;-0.053294;-0.05702429;-0.05022609;0.32108877
0.07801875;0.082656;-0.04966755;-0.07891384;-0.03209336;0.3213495
-0.06834722;0.0713057;0.05817367;0.03167499;-0.09280713;0.32230871
0.04313457;0.0760608;-0.09409631;0.04238918;-0.06748824;0.3231691
-0.04743135;0.09234588;0.06926946;-0.06619958;-0.04798441;0.32323068
0.07494257;0.08678898;-0.06291763;-0.05857753;-0.04023639;0.3234631
-0.07445947;0.07168604;0.03153502;-0.08742101;0.05865942;0.32376096
-0.07922287;0.0647393;-0.08285156;0.04366867;0.05366645;0.32414885
0.05187595;0.06076244;-0.0780707;-0.08416323;0.04959554;0.32446786
-0.07831358;0.06783685;0.04432582;-0.08464334;0.05079425;0.32591384
-0.04915614;0.10370641;0.05953548;-0.05497926;-0.05910648;0.32648377
0.0659652;0.09797135;-0.05179628;-0.06136239;-0.05077788;0.3278731
-0.04995149;0.09695019;-0.06265666;0.06753882;-0.05188086;0.32897802
-0.05299802;0.08807801;-0.05575484;-0.0566764;0.07735126;0.33085853
-0.04744529;0.09883173;-0.06081505;-0.05734125;0.06676987;0.33120319
-0.06098738;0.09881994;0.0676243;-0.04955977;-0.05589709;0.33288848
-0.08116326;0.07143216;0.03202383;-0.08543982;0.06314709;0.33320616
-0.07980479;0.0693466;0.05039139;0.04738237;-0.08731556;0.33424071
0.04452274;0.07204656;-0.07524822;-0.09306124;0.05174016;0.33661892
-0.04886283;0.10007514;-0.0613091;0.07046844;-0.06037165;0.34108716
-0.08179852;0.06420507;0.04992303;-0.09032798;0.0579984;0.344253
-0.05143504;0.1053893;-0.06184275;-0.05911025;0.06699873;0.34477607
0.06018047;0.11641587;-0.05885266;-0.0642519;-0.05349178;0.35319268
-0.09079047;0.07728175;0.0571916;0.04246848;-0.08615135;0.35388365
-0.08819157;0.07123308;0.05736213;0.04889938;-0.08930302;0.35498918
0.07877512;0.1045834;-0.06456459;-0.06520131;-0.05359262;0.36671704
-0.05767041;0.10313472;-0.05000224;-0.07658171;0.08111964;0.36850872
0.0536815;0.07833984;0.05291437;-0.09140955;-0.09352616;0.36987142
0.0561687;0.07265999;-0.09145488;-0.09447985;0.05710604;0.37186946
0.08638217;0.09957448;-0.06239994;-0.0750353;-0.04852141;0.3719133
0.08336901;0.10364977;-0.0653513;-0.07016327;-0.0515042;0.37403755
-0.06567816;0.10781927;-0.05697305;0.08022786;-0.06539592;0.37609426
0.04902988;0.08065292;-0.09496274;-0.09321635;0.05849628;0.37635817
0.07460564;0.11536474;-0.06825119;-0.06801717;-0.05370203;0.37994077
-0.08475169;0.07149014;0.05728409;-0.10726496;0.06324242;0.3840333
0.09082292;0.10125827;-0.07041925;-0.06464084;-0.05702109;0.38416237
0.06988993;0.08139324;-0.10049181;0.04365717;-0.09444852;0.38988067
-0.06590367;0.11750658;0.07767045;-0.06640597;-0.06286739;0.39035406
-0.0830067;0.07673607;0.05471274;-0.11235204;0.06390993;0.39071748
0.06218005;0.07324178;-0.09358042;-0.10345337;0.06161196;0.39406758
0.0603387;0.08113103;-0.09870434;-0.09858107;0.05581568;0.39457082
0.05310439;0.08615457;-0.09725308;-0.10018522;0.05817934;0.3948766
0.06565657;0.07714068;-0.10049894;-0.09879631;0.056498;0.3985905
0.10233169;0.11903433;-0.07982576;-0.07997443;-0.06156584;0.44273205
